iter	Passed	Remaining
131	9253	60849
132	9514	62022
133	9605	62079
134	9667	61945
135	9747	61924
136	9819	61853
137	9887	61760
138	9964	61724
139	10044	61699
140	10114	61617
141	10174	61477
142	10248	61418
143	10325	61378
144	10405	61355
145	10516	61514
146	10593	61471
147	10677	61469
148	10758	61446
149	10835	61403
150	10916	61378
151	11001	61378
152	11081	61348
153	11153	61269
154	11230	61222
155	11328	61289
156	11418	61308
157	11492	61244
158	11554	61113
159	11635	61087
160	11696	60951
161	11748	60770
162	11800	60595
163	11859	60453
164	11916	60306
165	12163	61111
166	12355	61629
167	12551	62157
168	12787	62877
169	12925	63105
170	13000	63026
171	13065	62897
172	13124	62737
173	13178	62562
174	13244	62437
175	13304	62287
176	13365	62144
177	13420	61976
178	13475	61804
179	13540	61682
180	13601	61545
181	13662	61403
182	13726	61280
183	13810	61246
184	13881	61154
185	13941	61011
186	13996	60849
187	14056	60710
188	14110	60547
189	14166	60392
190	14222	60242
191	14280	60098
192	14343	59975
193	14397	59814
194	14454	59673
195	14517	59550
196	14595	59493
197	14687	59493
198	14780	59491
199	14859	59439
200	14947	59419
201	15037	59404
202	15114	59339
203	15180	59234
204	15243	59113
205	15314	59028
206	15417	59061
207	15494	58996
208	15571	58934
209	15643	58850
210	15729	58818
211	15794	58708
212	15855	58585
213	15927	58499
214	16130	58895
215	16336	59294
216	16513	59586
217	16635	59675
218	16824	59998
219	17001	60277
220	17127	60372
221	17279	60555
222	17465	60853
223	17724	61404
224	17833	61425
225	17916	61358
226	17988	61257
227	18060	61153
228	18127	61033
229	18187	60889
230	18302	60929
231	18403	60920
232	18482	60842
233	18546	60712
234	18605	60566
235	18657	60399
236	18711	60238
237	18784	60142
238	18919	60241
239	19089	60449
240	19161	60345
241	19230	60235
242	19331	60220
243	19431	60205
244	19530	60185
245	19603	60086
246	19667	59958
247	19721	59799
248	19769	59626
249	19825	59477
250	19882	59329
251	19940	59187
252	19994	59034
253	20104	59047
254	20270	59221
255	20425	59362
256	20498	59263
257	20565	59145
258	20632	59030
259	20696	58906
260	20754	58764
261	20813	58627
262	20868	58479
263	20919	58322
264	20970	58164
265	21026	58019
266	21080	57872
267	21132	57719
268	21192	57590
269	21266	57498
270	21318	57348
271	21368	57193
272	21424	57054
273	21485	56930
274	21564	56851
275	21673	56853
276	21869	57082
277	22027	57208
278	22146	57231
279	22339	57443
280	22507	57590
281	22578	57487
282	22650	57387
283	22723	57288
284	22804	57210
285	22902	57176
286	22997	57132
287	23063	57017
288	23134	56914
289	23204	56811
290	23294	56756
291	23413	56769
292	23590	56923
293	23786	57120
294	23926	57180
295	24002	57085
296	24132	57121
297	24275	57186
298	24394	57192
299	24588	57372
300	24748	57472
301	24825	57377
302	24942	57375
303	25087	57437
304	25291	57631
305	25502	57838
306	25701	58016
307	25924	58246
308	26104	58375
309	26221	58363
310	26328	58329
311	26481	58395
312	26606	58399
313	26727	58392
314	26930	58563
315	27012	58470
316	27071	58328
317	27128	58181
318	27195	58057
319	27270	57948
320	27359	57872
321	27440	57777
322	27504	57648
323	27562	57506
324	27613	57351
325	27660	57186
326	27706	57023
327	27749	56853
328	27792	56682
329	27846	56537
330	27929	56448
331	28027	56392
332	28211	56508
333	28412	56655
334	28511	56598
335	28586	56491
336	28648	56361
337	28702	56216
338	28754	56066
339	28809	55924
340	28865	55783
341	28920	55641
342	28974	55499
343	29023	55347
344	29075	55201
345	29128	55058
346	29182	54916
347	29243	54789
348	29308	54670
349	29365	54536
350	29420	54398
351	29476	54264
352	29530	54125
353	29586	53991
354	29650	53871
355	29717	53758
356	29776	53631
357	29839	53511
358	29898	53384
359	29950	53245
360	30003	53109
361	30055	52971
362	30104	52828
363	30156	52690
364	30226	52585
365	30296	52480
366	30351	52350
367	30406	52219
368	30459	52086
369	30551	52020
370	30675	52008
371	30804	52002
372	30967	52055
373	31065	51996
374	31159	51933
375	31263	51883
376	31332	51777
377	31388	51649
378	31451	51533
379	31517	51423
380	31579	51306
381	31642	51190
382	31699	51066
383	31849	51092
384	31975	51078
385	32053	50986
386	32122	50881
387	32199	50788
388	32286	50712
389	32436	50733
390	32536	50676
391	32608	50577
392	32676	50470
393	32740	50356
394	32793	50228
395	32848	50102
396	32898	49968
397	32945	49831
398	33001	49708
399	33059	49589
400	33111	49460
401	33168	49340
402	33227	49222
403	33287	49107
404	33347	48991
405	33394	48857
406	33451	48738
407	33599	48752
408	33778	48810
409	33909	48796
410	33988	48707
411	34070	48624
412	34146	48533
413	34249	48478
414	34353	48426
415	34438	48346
416	34510	48247
417	34573	48138
418	34628	48016
419	34682	47894
420	34732	47767
421	34780	47637
422	34831	47512
423	34877	47380
424	34927	47255
425	34978	47131
426	35031	47010
427	35086	46891
428	35139	46770
429	35198	46657
430	35261	46552
431	35324	46445
432	35382	46331
433	35434	46211
434	35480	46083
435	35535	45968
436	35588	45850
437	35641	45731
438	35700	45622
439	35769	45524
440	35836	45424
441	35898	45320
442	35955	45208
443	36013	45098
444	36063	44978
445	36116	44862
446	36170	44747
447	36222	44631
448	36277	44518
449	36342	44419
450	36401	44310
451	36454	44196
452	36507	44082
453	36557	43966
454	36609	43850
455	36657	43731
456	36707	43615
457	36756	43497
458	36806	43382
459	36857	43267
460	36906	43150
461	36955	43034
462	37003	42917
463	37046	42795
464	37092	42676
465	37136	42555
466	37183	42438
467	37243	42336
468	37308	42240
469	37377	42148
470	37435	42045
471	37485	41932
472	37542	41828
473	37591	41714
474	37644	41607
475	37700	41502
476	37752	41393
477	37805	41285
478	37859	41179
479	37921	41081
480	37976	40976
481	38028	40869
482	38078	40758
483	38135	40656
484	38192	40555
485	38267	40472
486	38327	40373
487	38386	40274
488	38437	40167
489	38511	40083
490	38584	39999
491	38645	39902
492	38716	39815
493	38774	39716
494	38840	39625
495	38901	39528
496	38960	39430
497	39019	39333
498	39079	39235
499	39133	39133
500	39183	39026
501	39233	38920
502	39290	38822
503	39351	38727
504	39413	38632
505	39543	38605
506	39671	38575
507	39753	38501
508	39815	38407
509	39896	38331
510	39979	38257
511	40077	38198
512	40177	38141
513	40292	38097
514	40400	38047
515	40502	37990
516	40601	37931
517	40676	37850
518	40751	37767
519	40819	37679
520	40892	37596
521	40951	37500
522	41012	37405
523	41087	37324
524	41166	37245
525	41233	37157
526	41318	37084
527	41399	37008
528	41462	36916
529	41521	36821
530	41578	36723
531	41635	36627
532	41697	36534
533	41743	36427
534	41796	36327
535	41858	36235
536	41906	36132
537	41960	36033
538	42009	35930
539	42060	35829
540	42112	35729
541	42171	35635
542	42233	35544
543	42288	35447
544	42341	35349
545	42397	35253
546	42461	35164
547	42511	35064
548	42566	34968
549	42623	34873
550	42684	34782
551	42749	34695
552	42812	34606
553	42876	34518
554	42940	34430
555	43006	34343
556	43068	34253
557	43116	34153
558	43169	34056
559	43232	33968
560	43292	33877
561	43344	33780
562	43397	33685
563	43450	33589
564	43501	33492
565	43551	33394
566	43599	33295
567	43649	33198
568	43697	33099
569	43749	33003
570	43803	32910
571	43857	32816
572	43908	32720
573	43954	32621
574	44002	32523
575	44048	32424
576	44096	32327
577	44142	32228
578	44192	32132
579	44244	32039
580	44299	31947
581	44349	31852
582	44403	31760
583	44455	31666
584	44502	31570
585	44549	31473
586	44601	31380
587	44653	31288
588	44703	31194
589	44759	31103
590	44810	31011
591	44863	30919
592	44916	30828
593	44981	30745
594	45036	30654
595	45093	30566
596	45142	30473
597	45204	30388
598	45271	30306
599	45335	30223
600	45404	30143
601	45467	30059
602	45523	29971
603	45573	29879
604	45628	29790
605	45682	29701
606	45746	29618
607	45811	29536
608	45868	29448
609	45942	29373
610	46020	29299
611	46086	29218
612	46156	29139
613	46248	29074
614	46321	28997
615	46387	28917
616	46466	28844
617	46530	28761
618	46584	28673
619	46651	28592
620	46729	28519
621	46800	28441
622	46862	28358
623	46925	28275
624	46988	28192
625	47062	28117
626	47127	28035
627	47187	27951
628	47271	27882
629	47334	27799
630	47396	27716
631	47457	27633
632	47514	27547
633	47569	27461
634	47626	27375
635	47680	27289
636	47740	27205
637	47805	27124
638	47854	27035
639	47905	26946
640	47955	26858
641	48015	26774
642	48061	26684
643	48120	26600
644	48168	26511
645	48217	26422
646	48265	26333
647	48314	26244
648	48360	26154
649	48407	26065
650	48452	25975
651	48498	25885
652	48543	25795
653	48589	25706
654	48635	25617
655	48682	25528
656	48733	25442
657	48786	25356
658	48838	25271
659	48890	25185
660	48941	25099
661	48990	25013
662	49041	24927
663	49096	24844
664	49159	24764
665	49223	24685
666	49280	24603
667	49335	24519
668	49387	24435
669	49437	24349
670	49488	24264
671	49546	24183
672	49601	24100
673	49653	24016
674	49704	23931
675	49754	23846
676	49814	23766
677	49867	23683
678	49920	23600
679	49971	23516
680	50023	23432
681	50075	23349
682	50141	23271
683	50230	23206
684	50308	23134
685	50382	23061
686	50458	22988
687	50534	22916
688	50607	22843
689	50669	22764
690	50741	22690
691	50831	22624
692	50896	22547
693	50969	22473
694	51039	22398
695	51113	22325
696	51196	22255
697	51278	22186
698	51346	22110
699	51405	22030
700	51456	21947
701	51517	21869
702	51581	21791
703	51637	21711
704	51694	21631
705	51753	21551
706	51809	21471
707	51864	21390
708	51924	21311
709	51972	21228
710	52023	21146
711	52071	21062
712	52125	20981
713	52185	20903
714	52272	20835
715	52358	20767
716	52419	20690
717	52471	20608
718	52522	20527
719	52576	20446
720	52640	20369
721	52686	20286
722	52736	20204
723	52788	20123
724	52842	20043
725	52894	19963
726	52949	19883
727	53002	19803
728	53059	19724
729	53115	19645
730	53182	19570
731	53245	19494
732	53310	19418
733	53376	19343
734	53435	19265
735	53495	19188
736	53555	19111
737	53615	19034
738	53678	18958
739	53736	18880
740	53795	18802
741	53853	18725
742	53908	18646
743	53965	18568
744	54018	18489
745	54069	18409
746	54118	18329
747	54171	18250
748	54231	18173
749	54308	18102
750	54383	18031
751	54460	17960
752	54533	17888
753	54601	17814
754	54671	17741
755	54749	17670
756	54830	17600
757	54911	17530
758	54983	17458
759	55051	17384
760	55110	17307
761	55166	17230
762	55225	17153
763	55296	17080
764	55370	17009
765	55463	16943
766	55551	16875
767	55632	16805
768	55712	16735
769	55790	16664
770	55855	16590
771	55925	16516
772	55995	16443
773	56079	16374
774	56187	16312
775	56337	16262
776	56431	16195
777	56517	16127
778	56860	16131
779	57083	16100
780	57226	16046
781	57339	15984
782	57425	15914
783	57518	15846
784	57704	15804
785	57962	15781
786	58123	15731
787	58256	15673
788	58421	15623
789	58534	15559
790	58675	15503
791	58788	15439
792	58876	15368
793	58953	15295
794	59023	15219
795	59083	15141
796	59150	15066
797	59218	14990
798	59290	14915
799	59352	14838
800	59413	14760
801	59468	14681
802	59525	14603
803	59582	14525
804	59643	14447
805	59708	14371
806	59769	14294
807	59833	14217
808	59891	14140
809	59946	14061
810	60070	13999
811	60172	13931
812	60254	13859
813	60324	13784
814	60385	13707
815	60447	13630
816	60503	13552
817	60556	13473
818	60612	13395
819	60660	13315
820	60718	13238
821	60798	13165
822	60864	13089
823	60920	13012
824	60975	12934
825	61044	12859
826	61111	12783
827	61188	12710
828	61259	12636
829	61323	12560
830	61386	12484
831	61447	12407
832	61511	12331
833	61548	12250
834	61588	12170
835	61632	12090
836	61676	12011
837	61726	11932
838	61770	11853
839	61819	11775
840	61874	11698
841	61935	11622
842	61994	11545
843	62047	11468
844	62100	11391
845	62156	11314
846	62209	11237
847	62277	11162
848	62342	11088
849	62396	11011
850	62451	10934
851	62523	10860
852	62583	10785
853	62639	10708
854	62688	10631
855	62738	10554
856	62790	10477
857	62848	10401
858	62899	10324
859	62957	10248
860	63025	10174
861	63112	10103
862	63163	10027
863	63222	9951
864	63286	9877
865	63342	9801
866	63413	9727
867	63471	9652
868	63533	9577
869	63590	9502
870	63648	9426
871	63701	9350
872	63760	9275
873	63820	9200
874	63874	9124
875	63934	9050
876	63981	8973
877	64031	8897
878	64084	8821
879	64133	8745
880	64183	8669
881	64239	8594
882	64295	8519
883	64349	8444
884	64403	8368
885	64461	8294
886	64520	8219
887	64573	8144
888	64626	8069
889	64675	7993
890	64730	7918
891	64787	7844
892	64843	7769
893	64895	7694
894	64948	7619
895	65000	7544
896	65053	7469
897	65108	7395
898	65159	7320
899	65213	7245
900	65268	7171
901	65321	7096
902	65376	7022
903	65432	6948
904	65489	6874
905	65542	6800
906	65600	6726
907	65654	6652
908	65709	6578
909	65761	6503
910	65812	6429
911	65858	6354
912	65906	6280
913	65955	6205
914	65999	6131
915	66047	6056
916	66102	5983
917	66178	5911
918	66230	5837
919	66274	5763
920	66319	5688
921	66367	5614
922	66414	5540
923	66465	5466
924	66516	5393
925	66560	5319
926	66608	5245
927	66654	5171
928	66695	5097
929	66742	5023
930	66788	4949
931	66833	4876
932	66877	4802
933	66925	4729
934	66971	4655
935	67021	4582
936	67070	4509
937	67120	4436
938	67169	4363
939	67226	4291
940	67285	4218
941	67334	4145
942	67384	4073
943	67429	4000
944	67475	3927
945	67521	3854
946	67568	3781
947	67613	3708
948	67662	3636
949	67732	3564
950	67778	3492
951	67823	3419
952	67871	3347
953	67914	3274
954	67958	3202
955	68004	3129
956	68048	3057
957	68093	2985
958	68140	2913
959	68185	2841
960	68232	2769
961	68282	2697
962	68327	2625
963	68374	2553
964	68419	2481
965	68460	2409
966	68506	2337
967	68546	2266
968	68589	2194
969	68632	2122
970	68672	2050
971	68714	1979
972	68755	1907
973	68797	1836
974	68841	1765
975	68881	1693
976	68918	1622
977	68961	1551
978	69007	1480
979	69046	1409
980	69088	1338
981	69130	1267
982	69172	1196
983	69215	1125
984	69268	1054
985	69313	984
986	69361	913
987	69405	842
988	69446	772
989	69488	701
990	69532	631
991	69574	561
992	69618	490
993	69664	420
994	69713	350
995	69759	280
996	69809	210
997	69864	140
998	69948	70
999	70007	0
